timestamp,open,high,low,close,volume
2024-01-02T00:00:00Z,187.15,188.44,183.89,185.64,82488700
2024-01-03T00:00:00Z,184.22,185.88,182.76,184.25,58503900
2024-01-04T00:00:00Z,182.15,183.09,180.88,181.91,71983600
2024-01-05T00:00:00Z,181.99,182.76,180.17,181.18,62303300
2024-01-08T00:00:00Z,182.09,185.60,181.58,185.56,59144500
2024-01-09T00:00:00Z,183.92,185.15,182.73,184.55,42841800
